president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,,
Donald Trump,All polls,7/3/2018,6/24/2018,6/26/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1534472,0.085359,45,54,39.76586,54.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52690,83258,6/27/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/24/2018,6/25/2018,YouGov,B,1000,a,0.1913734,0.1066028,38,56,38.82018,58.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9fb427p2vx/tabs_Trump_Tweets_20180624.pdf,52734,83313,6/27/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/23/2018,6/27/2018,Ipsos,B+,1510,a,0.1341405,0.0752181,41.2,52.7,41.46972,51.38869,,T,http://polling.reuters.com/#poll/CP3_2/,52762,83357,6/29/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/21/2018,6/29/2018,IBD/TIPP,A-,900,a,1.513413,0.9048789,41,54,43.0829,52.26029,,,https://www.investors.com/wp-content/uploads/2018/07/IBDTIPP_2018_07.pdf,52772,83381,7/2/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/25/2018,6/27/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1583332,0.098164,46,53,40.76586,53.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52736,83321,6/28/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/24/2018,6/28/2018,Ipsos,B+,2275,a,0.2027624,0.1268934,40,54.3,40.26972,52.98869,,T,http://polling.reuters.com/#poll/CP3_2/,52761,83356,6/29/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/25/2018,6/26/2018,YouGov,B,1000,a,0.1980896,0.122858,37,52,37.82018,54.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v9z985vq63/tabs_Trump_Tweets_20180625.pdf,52733,83312,6/27/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/26/2018,6/27/2018,YouGov,B,1000,a,0.2063133,0.14093,43,48,43.82018,50.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1iyyxsu3rl/tabs_Trump_Tweets_20180626.pdf,52764,83368,7/1/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/26/2018,6/28/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1647072,0.1124754,47,52,41.76586,52.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52746,83341,6/29/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/25/2018,6/29/2018,Ipsos,B+,2673,a,0.240225,0.1657057,40.3,54.4,40.56972,53.08869,,T,http://polling.reuters.com/#poll/CP3_2/,52782,83394,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/27/2018,6/28/2018,YouGov,B,1000,a,0.2170515,0.1617962,41,49,41.82018,51.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f8hzgbemem/tabs_Trump_Tweets_20180627.pdf,52765,83370,7/1/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/26/2018,6/30/2018,Ipsos,B+,2699,a,0.2460452,0.1852266,39.9,55,40.16972,53.68869,,T,http://polling.reuters.com/#poll/CP3_2/,52781,83393,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/25/2018,7/1/2018,Gallup,B,1500,a,1.080667,0.8139811,42,53,43.10976,51.0396,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,52769,83377,7/2/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/27/2018,7/1/2018,SurveyMonkey,D-,2652,a,0.1388465,0.110054,48,50,45.84014,48.53904,,,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20and%20Methodology%207.3.pdf,52774,83384,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/27/2018,7/1/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1080913,0.0874696,48,51,42.76586,51.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52768,83376,7/2/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/28/2018,6/30/2018,YouGov,B,1000,a,0.2292728,0.1853136,42,49,42.82018,51.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ugi4hy3mvb/tabs_Trump_Tweets_20180628.pdf,52766,83372,7/1/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/27/2018,7/1/2018,Ipsos,B+,2694,a,0.2506517,0.2043119,40.1,55.1,40.36972,53.78869,,T,http://polling.reuters.com/#poll/CP3_2/,52780,83392,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/28/2018,6/29/2018,Morning Consult,B-,1990,rv,0.778481,0.6270666,43,54,39.57074,56.47749,,,https://morningconsult.com/wp-content/uploads/2018/07/180647_crosstabs_POLITICO_v1_DK.pdf,52775,83385,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/29/2018,6/30/2018,YouGov,B,1000,a,0.2439416,0.212607,39,51,39.82018,53.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g4dob7nqy3/tabs_Trump_Tweets_20180629.pdf,52767,83374,7/1/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/28/2018,7/2/2018,Ipsos,B+,2720,a,1.299714,1.139771,40.8,54,41.06972,52.68869,,T,http://polling.reuters.com/#poll/CP3_2/,52779,83391,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/28/2018,7/2/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.5679784,0.4956064,48,51,42.76586,51.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52773,83383,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,6/30/2018,7/2/2018,YouGov,B,1000,a,0.2636385,0.2465585,42,50,42.82018,52.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vnj4b9v1r8/tabs_Trump_Tweets_20180630.pdf,52777,83389,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,7/1/2018,7/2/2018,YouGov,B,1000,a,0.289149,0.289149,40,54,40.82018,56.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1g29vx5mdq/tabs_Trump_Tweets_20180701.pdf,52778,83390,7/3/2018,15:18:36  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/20/2017,1/22/2017,Gallup,B,1500,a,0.2454292,0,45,45,45.37775,43.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49253,77265,1/23/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/20/2017,1/24/2017,Ipsos,B+,1632,a,0.224456,0,42.1,45.2,41.62394,44.12469,,T,http://polling.reuters.com/#poll/CP3_2/,49426,77599,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/21/2017,1/23/2017,Gallup,B,1500,a,0.226788,0,45,46,45.37775,44.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49262,77274,1/24/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/21/2017,1/25/2017,Ipsos,B+,1651,a,0.2099484,0,42.3,45.8,41.82394,44.72469,,T,http://polling.reuters.com/#poll/CP3_2/,49425,77598,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/22/2017,1/24/2017,Gallup,B,1500,a,0.2120474,0,46,45,46.37775,43.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49236,77248,1/25/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/23/2017,1/25/2017,Gallup,B,1500,a,0.2001678,0,46,45,46.37775,43.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49245,77257,1/26/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/22/2017,1/26/2017,Ipsos,B+,1678,a,0.1992776,0,42.6,46.4,42.12394,45.32469,,T,http://polling.reuters.com/#poll/CP3_2/,49424,77597,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/23/2017,1/25/2017,YouGov,B,2692,a,1.577144,0,41,35,41.16809,37.66357,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/31rwbl7mh1/econToplines.pdf,49254,77266,1/26/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/24/2017,1/26/2017,Gallup,B,1500,a,0.190472,0,45,48,45.37775,46.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49242,77254,1/27/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/23/2017,1/27/2017,Ipsos,B+,1712,a,0.1914354,0,44.5,45.5,44.02394,44.42469,,T,http://polling.reuters.com/#poll/CP3_2/,49423,77596,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/24/2017,1/28/2017,Ipsos,B+,1684,a,0.1784696,0,45.4,46,44.92394,44.92469,,T,http://polling.reuters.com/#poll/CP3_2/,49422,77595,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/25/2017,1/27/2017,Gallup,B,1500,a,0.1825002,0,42,50,42.37775,48.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49257,77269,1/28/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/25/2017,1/29/2017,Ipsos,B+,1630,a,0.1646691,0,48.2,45.1,47.72394,44.02468,,T,http://polling.reuters.com/#poll/CP3_2/,49421,77594,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/26/2017,1/28/2017,Gallup,B,1500,a,0.1759301,0,42,51,42.37775,49.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49251,77263,1/29/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/27/2017,1/29/2017,Gallup,B,1500,a,0.1705319,0,43,50,43.37775,48.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49235,77247,1/30/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/26/2017,1/30/2017,SurveyMonkey,D-,4444,a,0.2124351,0,48,50,45.10352,48.78148,,,https://blog.electiontracking.surveymonkey.com/2017/01/31/trump-approval-americans-divided-right-from-the-start/,49240,77252,1/31/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/26/2017,1/30/2017,Ipsos,B+,2204,a,0.2132604,0,46.8,45.8,46.32394,44.72469,,T,http://polling.reuters.com/#poll/CP3_2/,49420,77593,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/28/2017,1/30/2017,Gallup,B,1500,a,0.1661397,0,43,51,43.37775,49.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49267,77279,1/31/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/27/2017,1/31/2017,Ipsos,B+,3153,a,0.2940032,0,45.3,46.9,44.82394,45.82469,,T,http://polling.reuters.com/#poll/CP3_2/,49419,77592,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/27/2017,2/2/2017,IBD/TIPP,A-,885,a,1.517317,0,42,48,43.61257,46.41163,,,http://www.investors.com/wp-content/uploads/2017/02/IBDTIPP_Poll_2017_02.pdf,49269,77282,2/3/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/28/2017,1/31/2017,YouGov,B,1500,a,0.8307608,0,43,44,43.16809,46.66357,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qg8b1mgh4b/econToplines.pdf,49268,77280,2/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/29/2017,1/31/2017,Gallup,B,1500,a,0.1626348,0,43,52,43.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49244,77256,2/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/28/2017,2/1/2017,Ipsos,B+,3141,a,0.2846596,0,45,47.9,44.52394,46.82469,,T,http://polling.reuters.com/#poll/CP3_2/,49418,77591,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/29/2017,2/2/2017,Ipsos,B+,3154,a,0.2800674,0,45.3,47.4,44.82394,46.32469,,T,http://polling.reuters.com/#poll/CP3_2/,49417,77590,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/30/2017,2/1/2017,Gallup,B,1500,a,0.1599346,0,43,52,43.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49232,77244,2/2/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/30/2017,2/3/2017,Ipsos,B+,3368,a,0.2952999,0,44.9,47.7,44.42394,46.62469,,T,http://polling.reuters.com/#poll/CP3_2/,49416,77589,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/31/2017,2/2/2017,CNN/Opinion Research Corp.,B+,1002,a,1.544354,0,44,53,43.30132,51.75969,,,http://i2.cdn.turner.com/cnn/2017/images/02/03/rel2a.-.trump.pdf,49264,77276,2/3/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/31/2017,2/2/2017,Gallup,B,1500,a,0.1579862,0,43,52,43.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49233,77245,2/3/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/31/2017,2/4/2017,Ipsos,B+,2774,a,0.2421593,0,45.2,47.7,44.72394,46.62469,,T,http://polling.reuters.com/#poll/CP3_2/,49415,77588,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/1/2017,2/2/2017,CBS News,A-,1019,a,1.631781,0,40,48,40.7162,47.47818,,,http://www.cbsnews.com/news/americans-sharply-divided-along-partisan-lines-over-travel-ban-trump-cbs-news-poll/?ftag=CNM-00-10aab7e&linkId=34085362,49252,77264,2/3/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/1/2017,2/3/2017,Gallup,B,1500,a,0.1562655,0,44,50,44.37775,48.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49248,77260,2/4/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,1/30/2017,2/5/2017,SurveyMonkey,D-,9219,a,0.2948259,0,46,52,43.10352,50.78148,,,https://blog.electiontracking.surveymonkey.com/2017/02/06/trump-approval-january-30-february-5/,49272,77286,2/6/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/2/2017,2/4/2017,Gallup,B,1500,a,0.1547504,0,42,53,42.37775,51.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49265,77277,2/5/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/1/2017,2/5/2017,Ipsos,B+,1849,a,0.1614512,0,47.5,46.8,47.02394,45.72469,,T,http://polling.reuters.com/#poll/CP3_2/,49414,77587,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/2/2017,2/6/2017,Ipsos,B+,1869,a,0.1635153,0,47.1,47.5,46.62394,46.42469,,T,http://polling.reuters.com/#poll/CP3_2/,49413,77586,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/3/2017,2/5/2017,Gallup,B,1500,a,0.1534224,0,42,52,42.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49261,77273,2/6/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/3/2017,2/7/2017,Ipsos,B+,1900,a,0.1666627,0,47.5,47.6,47.02394,46.52468,,T,http://polling.reuters.com/#poll/CP3_2/,49412,77585,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/4/2017,2/6/2017,Gallup,B,1500,a,0.1522663,0,42,54,42.37775,52.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49274,77288,2/7/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/4/2017,2/8/2017,Ipsos,B+,1718,a,0.1512222,0,47.5,47.6,47.02394,46.52468,,T,http://polling.reuters.com/#poll/CP3_2/,49411,77584,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/5/2017,2/7/2017,Gallup,B,1500,a,0.1512694,0,43,52,43.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49291,77306,2/8/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/5/2017,2/7/2017,YouGov,B,1500,a,0.8567116,0,41,48,41.16809,50.66357,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,49273,77287,2/8/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/6/2017,2/8/2017,Gallup,B,1500,a,0.1504216,0,43,52,43.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49286,77301,2/9/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/5/2017,2/9/2017,Ipsos,B+,1756,a,0.1551476,0,47.8,46.4,47.32394,45.32469,,T,http://polling.reuters.com/#poll/CP3_2/,49410,77583,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/7/2017,2/9/2017,Gallup,B,1500,a,0.1497145,0,42,52,42.37775,50.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49289,77304,2/10/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/6/2017,2/10/2017,Ipsos,B+,1765,a,0.1565977,0,46.7,47.6,46.22394,46.52468,,T,http://polling.reuters.com/#poll/CP3_2/,49409,77582,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/8/2017,2/10/2017,Gallup,B,1500,a,0.1491415,0,41,53,41.37775,51.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49283,77298,2/11/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/6/2017,2/12/2017,SurveyMonkey,D-,9349,a,0.2229487,0,46,53,43.10352,51.78148,,,https://blog.electiontracking.surveymonkey.com/2017/02/13/trump-approval-february-6-12/,49281,77296,2/13/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/7/2017,2/11/2017,Ipsos,B+,1770,a,0.157612,0,46.7,47.5,46.22394,46.42469,,T,http://polling.reuters.com/#poll/CP3_2/,49408,77581,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/7/2017,2/12/2017,Pew Research Center,B-,1503,a,1.415614,0,39,56,40.03793,53.89335,,,http://www.people-press.org/2017/02/16/in-first-month-views-of-trump-are-already-strongly-felt-deeply-polarized/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-02-15%20feb%20political&org=982&lvl=100&ite=819&lea=171698&ctr=0&par=1&trk=,49308,77323,2/13/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/9/2017,2/11/2017,Gallup,B,1500,a,0.1486977,0,40,55,40.37775,53.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49285,77300,2/12/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/8/2017,2/12/2017,Ipsos,B+,1774,a,0.1584064,0,46.3,48.4,45.82394,47.32469,,T,http://polling.reuters.com/#poll/CP3_2/,49407,77580,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/10/2017,2/12/2017,Gallup,B,1500,a,0.1483796,0,40,54,40.37775,52.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49279,77294,2/13/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/9/2017,2/13/2017,Ipsos,B+,1813,a,0.1621618,0,46.3,48.5,45.82394,47.42469,,T,http://polling.reuters.com/#poll/CP3_2/,49406,77579,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/11/2017,2/13/2017,Gallup,B,1500,a,0.1480987,0,40,54,40.37775,52.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49282,77297,2/14/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/10/2017,2/14/2017,Ipsos,B+,1777,a,0.1589968,0,45.3,50.6,44.82394,49.52468,,T,http://polling.reuters.com/#poll/CP3_2/,49405,77578,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/11/2017,2/15/2017,Ipsos,B+,1766,a,0.157712,0,45.8,50.4,45.32394,49.32469,,T,http://polling.reuters.com/#poll/CP3_2/,49404,77577,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/12/2017,2/14/2017,YouGov,B,1500,a,0.801548,0,43,47,43.16809,49.66357,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,49295,77310,2/15/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/12/2017,2/14/2017,Gallup,B,1500,a,0.1478532,0,40,53,40.37775,51.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49298,77314,2/15/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/12/2017,2/16/2017,Ipsos,B+,1718,a,0.1529407,0,45.9,50.2,45.42394,49.12469,,T,http://polling.reuters.com/#poll/CP3_2/,49403,77576,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/13/2017,2/15/2017,Gallup,B,1500,a,0.1476415,0,40,54,40.37775,52.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49303,77319,2/16/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/14/2017,2/16/2017,Gallup,B,1500,a,0.1474624,0,38,56,38.37775,54.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49297,77313,2/17/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/13/2017,2/17/2017,SurveyMonkey,D-,9163,a,0.1744872,0,45,53,42.10352,51.78148,,,https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,49306,77322,2/18/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/13/2017,2/17/2017,Ipsos,B+,2512,a,0.2229108,0,45.1,51.1,44.62394,50.02468,,T,http://polling.reuters.com/#poll/CP3_2/,49402,77575,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/15/2017,2/17/2017,Gallup,B,1500,a,0.1473147,0,40,55,40.37775,53.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49301,77317,2/18/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/13/2017,2/19/2017,SurveyMonkey,D-,11512,a,0.2170261,0,43,54,40.10352,52.78148,,,http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,49314,77330,2/20/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/14/2017,2/18/2017,Ipsos,B+,2334,a,0.2070291,0,44.3,52.1,43.82394,51.02468,,T,http://polling.reuters.com/#poll/CP3_2/,49401,77574,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/15/2017,2/19/2017,Ipsos,B+,2291,a,0.2035957,0,45.3,50.5,44.82394,49.42469,,T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/16/2017,2/18/2017,Gallup,B,1500,a,0.1471976,0,41,55,41.37775,53.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49299,77315,2/19/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/17/2017,2/18/2017,YouGov,B,1000,a,0.5239093,0,41,47,41.16809,49.66357,,,http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,49309,77325,2/19/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/16/2017,2/20/2017,Ipsos,B+,2261,a,0.2017868,0,45.5,49.9,45.02394,48.82469,,T,http://polling.reuters.com/#poll/CP3_2/,49399,77572,3/1/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/17/2017,2/19/2017,Gallup,B,1500,a,0.1471103,0,42,53,42.37775,51.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49310,77326,2/20/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/17/2017,2/20/2017,American Research Group,C+,1100,a,1.135721,0,43,51,44.26079,48.83542,,,http://americanresearchgroup.com/economy/,49313,77329,2/21/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/17/2017,2/21/2017,CBS News,A-,1280,a,1.953073,0,39,51,39.7162,50.47818,,,http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,49316,77332,2/22/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/18/2017,2/20/2017,Gallup,B,1500,a,0.1470525,0,41,53,41.37775,51.28244,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49312,77328,2/21/2017,15:18:51  3 Jul 2018,,
Donald Trump,Adults,7/3/2018,2/17/2017,2/21/2017,Ipsos,B+,2341,a,0.2102429,0,45.1,50,44.62394,48.92469,,T,http://polling.reuters.com/#poll/CP3_2/,49398,77571,3/1/2017,15:18:51  3 Jul 2018,,
